customer_id,first_name,last_name,email,state,acquisition_channel,signup_date,is_subscriber,email_opt_in,date_of_birth
C000042,Rebecca,Baker,rebecca.baker864@outlook.com,TX,organic_search,2024-06-05,True,False,1990-07-15
C000043,Jessica,Hill,jessica.hill445@outlook.com,IL,email,2023-02-09,False,True,1983-11-05
C000044,Steven,Williams,steven.williams726@icloud.com,CO,organic_search,2023-07-14,False,True,1971-06-20
C000045,George,Ramirez,george.ramirez72@outlook.com,CA,email,2023-07-21,False,False,1978-10-27
C000046,Rachel,Clark,rachel.clark335@icloud.com,TX,email,2023-11-13,False,True,1984-11-16
C000047,Brandon,Torres,brandon.torres309@icloud.com,FL,email,2023-06-28,True,True,1972-02-20
C000048,Kathleen,Lewis,kathleen.lewis453@yahoo.com,MI,paid_social,2023-11-26,False,True,1972-05-13
C000049,Andrew,Allen,andrew.allen680@outlook.com,TX,organic_search,2023-03-28,False,True,1992-04-27
C000050,Patricia,Williams,patricia.williams251@icloud.com,WA,email,2023-05-31,False,False,1975-08-10
C000051,Catherine,Hall,catherine.hall394@icloud.com,TN,paid_social,2023-07-19,True,False,1996-10-12
C000052,Mark,Lopez,mark.lopez824@icloud.com,PA,organic_search,2024-03-11,False,True,1981-05-14
C000053,Emma,Hill,emma.hill325@icloud.com,CO,email,2024-06-27,False,False,1977-12-05
C000054,Christopher,Mitchell,christopher.mitchell883@icloud.com,PA,paid_social,2024-04-01,False,True,1978-11-19
C000055,Benjamin,Thomas,benjamin.thomas282@icloud.com,NY,organic_search,2024-05-11,False,True,1978-02-23
C000056,Karen,Martinez,karen.martinez237@icloud.com,CA,email,2023-03-24,False,True,1976-11-25
C000057,Sharon,Brown,sharon.brown212@icloud.com,MI,paid_search,2024-04-22,False,True,1976-07-01
C000058,Amy,Smith,amy.smith966@outlook.com,TN,paid_search,2024-01-25,False,False,1977-12-09
C000059,Gary,Anderson,gary.anderson280@icloud.com,OR,paid_social,2023-08-14,False,False,1969-02-24
C000060,Kathleen,Rodriguez,kathleen.rodriguez638@gmail.com,OR,referral,2023-06-19,False,True,1982-04-03
C000061,Kathleen,Lopez,kathleen.lopez52@outlook.com,NY,paid_search,2023-05-19,False,False,1984-05-22
C000062,Sharon,Taylor,sharon.taylor855@gmail.com,CA,paid_social,2023-10-12,False,False,1991-09-27
C000063,Debra,Williams,debra.williams773@gmail.com,CA,organic_social,2023-03-12,False,True,1995-07-19
C000064,Rachel,Davis,rachel.davis578@yahoo.com,FL,paid_social,2024-04-29,False,True,1970-02-13
C000065,Christopher,Martin,christopher.martin111@gmail.com,TN,referral,2023-04-28,False,True,1969-04-07
C000066,Barbara,Nguyen,barbara.nguyen708@yahoo.com,PA,organic_search,2023-07-23,False,True,1996-02-22
C000067,Brian,Wright,brian.wright439@outlook.com,CA,organic_search,2023-02-12,False,True,1979-02-22
C000068,Laura,White,laura.white651@icloud.com,GA,email,2023-04-19,False,False,1989-03-13
C000069,Kathleen,Ramirez,kathleen.ramirez846@outlook.com,MN,paid_search,2024-05-10,False,True,1982-02-25
C000070,Kathleen,Torres,kathleen.torres625@icloud.com,NY,paid_search,2023-09-07,False,True,1985-10-13
C000071,Amanda,Moore,amanda.moore902@outlook.com,TX,paid_social,2023-09-22,False,True,1983-07-06
C000072,Emma,Carter,emma.carter247@icloud.com,NC,email,2024-05-15,False,True,1992-06-12
C000073,Frank,Thomas,frank.thomas314@outlook.com,FL,paid_social,2024-02-19,False,False,1987-04-25
C000074,Carolyn,Robinson,carolyn.robinson278@outlook.com,CA,email,2023-12-27,True,True,1971-01-17
C000075,Matthew,Wilson,matthew.wilson757@icloud.com,AZ,paid_search,2023-07-09,False,True,1997-01-09
C000076,Donna,Anderson,donna.anderson370@yahoo.com,CA,paid_search,2023-07-18,False,True,1999-02-11
C000077,Carolyn,Rodriguez,carolyn.rodriguez654@icloud.com,WA,email,2023-10-27,True,True,1999-07-14
C000078,Amy,Davis,amy.davis842@gmail.com,CA,paid_social,2023-09-16,True,True,1976-06-23
C000079,David,Thomas,david.thomas122@icloud.com,TX,email,2023-11-08,False,True,1981-08-29
C000080,Joshua,Nguyen,joshua.nguyen440@outlook.com,CA,organic_search,2024-03-29,True,False,1974-03-14
C000081,Kimberly,Nelson,kimberly.nelson84@yahoo.com,TX,paid_search,2023-08-05,False,True,1970-09-08
C000082,Donna,Williams,donna.williams238@outlook.com,WA,email,2024-04-26,False,True,1990-06-20
C000083,Jason,Davis,jason.davis558@yahoo.com,VA,email,2023-07-22,False,True,1994-02-16
C000084,Scott,Mitchell,scott.mitchell845@outlook.com,NY,paid_social,2023-11-11,False,True,1989-08-31
C000085,Brenda,Young,brenda.young449@gmail.com,GA,paid_social,2024-05-27,False,True,2001-04-05
C000086,Ashley,Baker,ashley.baker857@gmail.com,NY,organic_social,2023-04-04,False,True,1993-05-31
C000087,Eric,Adams,eric.adams453@outlook.com,MA,organic_search,2024-04-26,False,True,1998-03-30
C000088,Brian,Clark,brian.clark342@outlook.com,NY,email,2024-04-26,False,True,1989-05-28
C000089,Stephen,Williams,stephen.williams466@gmail.com,NJ,paid_search,2024-02-15,False,True,1979-01-21
C000090,Raymond,Wright,raymond.wright474@icloud.com,MA,organic_search,2023-01-02,False,True,1981-03-11
C000091,Anthony,Moore,anthony.moore563@yahoo.com,OR,referral,2023-02-22,False,True,1972-11-24
C000092,Alexander,Hernandez,alexander.hernandez319@gmail.com,TN,organic_search,2023-09-03,True,True,1996-06-02
C000093,Angela,Rivera,angela.rivera299@outlook.com,WA,paid_social,2023-06-07,False,True,1994-12-17
C000094,Matthew,Hill,matthew.hill521@yahoo.com,NC,direct,2024-01-28,False,True,1979-04-26
C000095,James,Jackson,james.jackson744@outlook.com,MA,direct,2023-10-01,False,False,1981-09-25
C000096,Brian,Perez,brian.perez566@icloud.com,TX,paid_social,2024-05-10,False,True,1976-09-21
C000097,Ashley,Roberts,ashley.roberts421@gmail.com,TN,paid_search,2024-01-28,False,True,1972-04-27
C000098,Angela,Williams,angela.williams130@outlook.com,WA,direct,2023-06-05,False,True,1980-12-11
C000099,Patrick,Martinez,patrick.martinez420@yahoo.com,NY,organic_search,2023-01-16,False,True,1983-03-25
C000100,Kevin,Baker,kevin.baker880@icloud.com,OH,organic_social,2023-03-24,False,True,1976-12-21
C000101,Christine,Jones,christine.jones241@outlook.com,FL,organic_social,2023-02-06,False,True,1972-09-08
C000102,Jeffrey,Hernandez,jeffrey.hernandez711@outlook.com,NY,organic_search,2023-04-13,True,True,1994-10-07
C000103,Anna,Clark,anna.clark580@yahoo.com,MA,organic_search,2023-09-08,True,True,1975-07-18
C000104,Ashley,Robinson,ashley.robinson654@outlook.com,TN,paid_social,2023-05-27,False,True,1988-07-07
C000105,Barbara,Lewis,barbara.lewis968@outlook.com,NJ,organic_social,2023-06-11,False,True,1980-12-19
C000106,Margaret,Harris,margaret.harris874@icloud.com,NY,organic_search,2023-11-06,False,True,1970-07-01
C000107,John,Nelson,john.nelson406@outlook.com,NC,organic_search,2023-10-30,False,False,1974-08-23
C000108,Andrew,Roberts,andrew.roberts819@yahoo.com,MA,email,2024-05-23,False,True,1972-01-03
C000109,Benjamin,Miller,benjamin.miller926@gmail.com,IL,paid_search,2023-05-21,False,True,1997-05-11
C000110,Carol,Mitchell,carol.mitchell426@yahoo.com,OH,organic_search,2023-10-30,False,True,1979-05-03
C000111,Nancy,Taylor,nancy.taylor936@icloud.com,OH,organic_social,2023-10-07,False,False,1980-10-09
C000112,Charles,Carter,charles.carter990@yahoo.com,NJ,direct,2023-03-19,False,False,1976-03-24
C000113,Susan,Sanchez,susan.sanchez15@outlook.com,OR,paid_social,2024-01-10,False,True,1975-10-27
C000114,Samantha,White,samantha.white111@yahoo.com,MI,paid_social,2024-01-26,False,True,1974-09-20
C000115,Samuel,Jones,samuel.jones651@icloud.com,FL,referral,2023-08-15,False,True,1999-12-20
C000116,Angela,Davis,angela.davis100@yahoo.com,OR,paid_social,2023-11-08,True,False,1977-08-21
C000117,Virginia,Mitchell,virginia.mitchell745@yahoo.com,PA,referral,2024-03-05,False,True,1989-08-23
C000118,Frank,White,frank.white223@icloud.com,FL,paid_social,2023-02-03,False,False,1984-08-18
C000119,Linda,Sanchez,linda.sanchez283@yahoo.com,VA,organic_social,2024-01-03,False,True,1992-07-04
C000120,Michael,Perez,michael.perez250@yahoo.com,VA,direct,2023-01-22,False,True,1974-10-09
C000121,Ashley,Perez,ashley.perez793@yahoo.com,NY,direct,2023-08-10,False,False,1995-10-17
C000122,Daniel,Davis,daniel.davis677@gmail.com,NC,organic_search,2023-09-14,False,True,2001-01-04
C000123,Kimberly,Brown,kimberly.brown130@icloud.com,WA,paid_social,2023-06-28,False,False,1978-06-26
C000124,Cynthia,Allen,cynthia.allen227@gmail.com,MA,email,2023-04-22,False,True,1972-06-18
C000125,Linda,Walker,linda.walker868@icloud.com,WA,organic_search,2023-02-01,True,False,1986-08-27
C000126,William,Rodriguez,william.rodriguez282@outlook.com,NY,paid_search,2023-06-01,False,True,1982-02-18
C000127,Carolyn,Davis,carolyn.davis874@yahoo.com,FL,paid_social,2023-04-12,False,False,1983-05-30
C000128,Maria,Miller,maria.miller321@icloud.com,MI,paid_search,2024-03-01,False,True,1980-11-27
C000129,Susan,Garcia,susan.garcia96@icloud.com,VA,organic_search,2023-03-10,False,True,1974-11-24
C000130,Rachel,Davis,rachel.davis421@outlook.com,FL,referral,2023-12-04,False,False,1999-08-20
C000131,Scott,Martin,scott.martin361@gmail.com,MA,paid_social,2023-10-22,False,True,1996-12-19
C000132,Emma,White,emma.white118@outlook.com,PA,paid_social,2023-12-25,False,False,1974-02-09
C000133,Katherine,Nelson,katherine.nelson850@outlook.com,AZ,organic_search,2023-01-27,False,False,1985-05-05
C000134,Betty,Martinez,betty.martinez580@icloud.com,NJ,organic_search,2023-01-07,False,True,1977-03-28
C000135,Timothy,Clark,timothy.clark465@outlook.com,NY,organic_search,2023-08-09,False,False,1974-11-16
C000136,Michael,Martinez,michael.martinez162@gmail.com,OR,email,2023-03-28,False,True,1981-06-04
C000137,Paul,Wilson,paul.wilson774@gmail.com,IL,paid_social,2024-02-29,True,True,1988-05-05
C000138,Mark,Sanchez,mark.sanchez614@gmail.com,TX,organic_search,2023-02-16,False,True,1989-09-06
C000139,Carol,Davis,carol.davis8@icloud.com,GA,paid_social,2023-10-24,True,True,1971-11-11
C000140,Barbara,Sanchez,barbara.sanchez883@gmail.com,CA,paid_social,2023-12-29,False,True,1982-10-02
C000141,Alexander,Green,alexander.green428@outlook.com,VA,paid_social,2024-02-19,True,True,1971-03-21
C000142,Susan,Ramirez,susan.ramirez865@gmail.com,CO,paid_search,2024-01-06,False,True,1988-02-11
C000143,Mark,Perez,mark.perez798@yahoo.com,CO,organic_search,2023-12-14,False,True,1986-04-18
C000144,Maria,Adams,maria.adams835@yahoo.com,IL,email,2023-12-26,True,False,1972-08-06
C000145,Daniel,Roberts,daniel.roberts644@icloud.com,IL,paid_social,2023-03-19,False,True,1975-11-28
C000146,Benjamin,Lee,benjamin.lee155@icloud.com,NY,organic_search,2023-11-27,False,True,1999-05-27
C000147,Nicholas,Jones,nicholas.jones318@icloud.com,CA,organic_search,2023-12-27,True,False,1997-12-14
C000148,Stephanie,Robinson,stephanie.robinson595@gmail.com,MA,paid_social,2024-06-03,False,True,1981-02-07
C000149,Lisa,Brown,lisa.brown462@gmail.com,NV,direct,2024-05-28,False,True,1973-06-09
C000150,Jennifer,Thomas,jennifer.thomas725@icloud.com,IL,organic_social,2023-06-26,False,True,1988-10-23
C000151,Edward,Roberts,edward.roberts347@gmail.com,CA,direct,2024-02-01,False,True,1971-09-03
C000152,Andrew,Taylor,andrew.taylor742@yahoo.com,CA,paid_search,2024-01-31,False,True,1972-09-02
C000153,Thomas,Hill,thomas.hill726@gmail.com,NC,paid_search,2024-02-06,False,False,1972-01-21
C000154,Susan,Adams,susan.adams687@icloud.com,MI,paid_social,2024-06-23,True,True,1980-09-05
C000155,Mark,Rodriguez,mark.rodriguez159@gmail.com,CO,paid_search,2023-07-16,False,True,1977-12-08
C000156,Raymond,Perez,raymond.perez898@yahoo.com,OR,email,2023-02-08,True,True,1993-09-11
C000157,Jennifer,Clark,jennifer.clark374@yahoo.com,AZ,organic_social,2024-03-24,False,False,1991-10-01
C000158,Donald,Martin,donald.martin989@icloud.com,OR,referral,2024-06-30,False,True,1982-10-01
C000159,Andrew,Roberts,andrew.roberts392@icloud.com,VA,organic_social,2024-04-17,False,True,1991-02-04
C000160,Samuel,Walker,samuel.walker896@outlook.com,PA,organic_search,2023-02-23,True,True,1993-12-21
C000161,Cynthia,Allen,cynthia.allen151@icloud.com,VA,organic_search,2023-10-07,False,False,2000-08-02
C000162,Michael,Sanchez,michael.sanchez515@outlook.com,FL,paid_search,2024-02-29,False,True,1997-09-25
C000163,Charles,Rodriguez,charles.rodriguez40@outlook.com,PA,referral,2023-12-10,False,False,1980-11-30
C000164,Brandon,Smith,brandon.smith928@gmail.com,CA,organic_search,2024-04-04,False,False,1974-12-18
C000165,Jason,Davis,jason.davis795@outlook.com,MA,email,2024-06-24,True,True,1999-09-05
C000166,Angela,Hill,angela.hill549@gmail.com,GA,email,2023-04-24,False,True,2001-04-04
C000167,Donald,Torres,donald.torres427@yahoo.com,CA,organic_search,2023-12-28,True,True,1979-04-01
C000168,Stephen,Johnson,stephen.johnson400@icloud.com,FL,organic_search,2024-06-03,False,False,1986-06-03
C000169,Brian,Thomas,brian.thomas751@gmail.com,NY,direct,2023-03-11,False,True,1976-09-18
C000170,Samuel,Lopez,samuel.lopez851@icloud.com,TX,organic_social,2023-12-13,False,True,1969-11-05
C000171,Robert,Jackson,robert.jackson207@gmail.com,NY,direct,2024-04-13,False,True,1984-06-08
C000172,Steven,Williams,steven.williams772@yahoo.com,CA,paid_search,2024-04-29,False,True,1990-02-01
C000173,Deborah,Ramirez,deborah.ramirez911@icloud.com,FL,email,2023-05-08,False,False,1979-02-09
C000174,Deborah,King,deborah.king274@gmail.com,VA,paid_social,2024-05-24,True,True,1988-01-02
C000175,David,Lee,david.lee677@outlook.com,FL,paid_search,2023-04-16,False,True,1985-07-15
C000176,Jennifer,Campbell,jennifer.campbell891@outlook.com,MA,email,2024-04-02,False,False,1999-09-12
C000177,Rachel,Green,rachel.green416@outlook.com,TX,paid_social,2023-03-18,False,True,1973-12-21
C000178,Robert,Rodriguez,robert.rodriguez69@yahoo.com,FL,direct,2024-03-24,False,True,1975-02-07
C000179,Gregory,Lewis,gregory.lewis972@outlook.com,IL,paid_search,2023-06-07,False,True,1983-08-05
C000180,Debra,Moore,debra.moore256@gmail.com,CO,organic_search,2023-11-18,False,False,1996-08-12
C000181,Kimberly,Rivera,kimberly.rivera457@yahoo.com,TN,organic_social,2023-09-26,False,True,1996-04-01
C000182,Barbara,Lewis,barbara.lewis177@icloud.com,NJ,organic_social,2023-05-19,False,False,1971-06-10
C000183,Alexander,Jones,alexander.jones564@outlook.com,GA,referral,2023-12-22,False,False,1973-05-20
C000184,George,Allen,george.allen230@gmail.com,TX,organic_social,2023-06-28,False,True,1985-04-26
C000185,Kathleen,Scott,kathleen.scott133@gmail.com,GA,organic_search,2024-01-13,False,True,1983-08-16
C000186,Pamela,Jones,pamela.jones129@outlook.com,OR,email,2024-02-24,False,True,1977-06-08
C000187,Thomas,Ramirez,thomas.ramirez515@gmail.com,NY,direct,2023-07-06,False,True,1969-09-16
C000188,Brian,King,brian.king917@outlook.com,MA,direct,2023-08-19,False,True,1996-01-13
C000189,Brandon,Wright,brandon.wright96@yahoo.com,TX,paid_social,2023-11-07,False,True,1974-09-21
C000190,Larry,Williams,larry.williams846@gmail.com,NC,organic_search,2023-12-12,False,True,1992-07-04
C000191,Christine,Green,christine.green32@icloud.com,MA,referral,2024-03-02,False,True,1991-03-14
C000192,Joshua,Robinson,joshua.robinson75@gmail.com,WA,organic_search,2024-02-20,False,True,1995-09-17
C000193,Catherine,Lee,catherine.lee752@outlook.com,IL,paid_social,2023-11-17,True,True,1980-12-20
C000194,Paul,Lewis,paul.lewis254@yahoo.com,FL,organic_search,2023-05-06,False,True,1990-03-23
C000195,Carol,Torres,carol.torres739@outlook.com,WA,organic_search,2023-06-13,True,False,1979-02-26
C000196,Susan,Sanchez,susan.sanchez518@icloud.com,NY,organic_social,2023-01-24,False,True,1978-11-18
C000197,Andrew,Wright,andrew.wright9@gmail.com,GA,paid_social,2024-04-26,False,False,1985-12-02
C000198,Rebecca,Brown,rebecca.brown584@yahoo.com,FL,paid_search,2023-02-16,False,True,1976-06-24
C000199,Christine,Baker,christine.baker626@gmail.com,NV,paid_social,2023-10-14,True,True,1985-05-26
C000200,Margaret,Hill,margaret.hill522@icloud.com,NY,email,2023-05-28,True,True,1980-12-02
C000201,Katherine,Allen,katherine.allen144@outlook.com,FL,referral,2023-06-02,False,True,1988-01-05
C000202,Nicholas,Allen,nicholas.allen546@icloud.com,VA,email,2023-12-11,False,True,1971-09-26
C000203,Sharon,Nguyen,sharon.nguyen316@gmail.com,MA,paid_social,2023-04-23,False,False,1975-05-18
C000204,Patrick,Brown,patrick.brown598@icloud.com,MA,organic_search,2023-08-22,False,False,1995-01-10
C000205,Robert,Torres,robert.torres971@gmail.com,FL,organic_search,2023-09-06,False,True,1992-07-20
C000206,Nicholas,Roberts,nicholas.roberts627@icloud.com,CA,referral,2024-02-25,False,True,1992-11-12
C000207,Raymond,Walker,raymond.walker539@icloud.com,NY,organic_search,2023-11-29,True,True,1969-08-03
C000208,Brandon,Walker,brandon.walker197@yahoo.com,MI,paid_search,2023-09-28,False,False,1988-10-16
C000209,Frank,Rivera,frank.rivera501@outlook.com,MN,paid_social,2023-08-01,False,True,1988-09-08
C000210,Pamela,Baker,pamela.baker557@icloud.com,NY,referral,2023-05-05,False,False,1994-10-15
C000211,Jennifer,Jackson,jennifer.jackson979@gmail.com,TX,paid_search,2023-10-25,False,True,1992-10-07
C000212,Emma,Hall,emma.hall279@yahoo.com,TX,organic_search,2023-10-05,False,True,1977-12-15
C000213,Samantha,Anderson,samantha.anderson54@gmail.com,CA,paid_social,2023-08-20,False,False,2001-06-02
C000214,Edward,Adams,edward.adams958@icloud.com,NJ,paid_social,2023-06-11,False,True,1972-06-26
C000215,Susan,Adams,susan.adams588@yahoo.com,MN,paid_social,2023-03-02,False,False,1993-04-30
C000216,Daniel,Williams,daniel.williams857@icloud.com,AZ,direct,2024-03-03,False,False,1989-03-15
C000217,Mary,Martin,mary.martin582@gmail.com,WA,referral,2023-02-08,False,True,1977-08-08
C000218,Karen,Allen,karen.allen480@outlook.com,WA,email,2024-05-20,True,True,1994-01-18
C000219,Jack,Perez,jack.perez810@outlook.com,TX,paid_social,2023-01-15,False,False,1982-11-13
C000220,Shirley,Lee,shirley.lee89@icloud.com,CA,email,2024-03-13,False,True,1991-02-01
C000221,Kimberly,Harris,kimberly.harris242@icloud.com,NY,direct,2023-01-07,False,True,2000-07-09
C000222,Debra,White,debra.white710@yahoo.com,FL,paid_social,2023-09-25,True,True,1970-03-10
C000223,Frank,Davis,frank.davis655@outlook.com,MI,paid_search,2023-11-15,False,True,1981-06-24
C000224,Sharon,Hall,sharon.hall563@icloud.com,VA,direct,2024-01-18,False,False,1971-07-19
C000225,Anna,Lewis,anna.lewis541@outlook.com,CA,organic_search,2023-03-25,False,True,1978-07-28
C000226,Pamela,Wright,pamela.wright154@yahoo.com,CA,paid_search,2023-07-27,False,True,1975-06-05
C000227,Susan,Allen,susan.allen457@gmail.com,WA,paid_social,2024-05-15,False,True,1981-08-24
C000228,Patrick,Johnson,patrick.johnson406@outlook.com,IL,direct,2023-11-12,False,True,1986-06-05
C000229,Brenda,Brown,brenda.brown958@gmail.com,NY,organic_social,2023-03-07,False,True,1995-02-14
C000230,Deborah,Harris,deborah.harris460@icloud.com,OR,paid_search,2024-03-06,False,True,1972-11-17
C000231,Sarah,Lopez,sarah.lopez551@icloud.com,TX,paid_social,2023-12-23,False,True,2000-12-21
C000232,Kathleen,Baker,kathleen.baker737@icloud.com,TX,paid_social,2023-11-02,False,True,1989-06-27
C000233,Patrick,Carter,patrick.carter116@gmail.com,AZ,direct,2023-07-13,False,False,2000-11-04
C000234,Anthony,Jones,anthony.jones104@gmail.com,OH,paid_social,2023-09-04,False,True,1999-09-16
C000235,Jeffrey,Anderson,jeffrey.anderson553@yahoo.com,CA,direct,2024-02-16,False,False,1991-08-22
C000236,Pamela,Hill,pamela.hill792@outlook.com,NV,paid_search,2023-11-23,False,True,1983-05-12
C000237,Emily,Brown,emily.brown571@yahoo.com,WA,email,2023-11-04,False,False,1972-12-31
C000238,Anna,Lee,anna.lee714@icloud.com,TX,paid_social,2024-01-26,False,True,1991-04-11
C000239,Joshua,Rivera,joshua.rivera148@icloud.com,NJ,referral,2023-08-19,False,True,1995-08-20
C000240,Dorothy,Taylor,dorothy.taylor209@outlook.com,PA,email,2024-02-02,False,True,1969-08-08
C000241,Michael,Moore,michael.moore387@gmail.com,AZ,referral,2023-07-15,False,True,1976-06-25
C000242,Amy,Wilson,amy.wilson891@outlook.com,TX,paid_search,2023-08-11,False,True,1996-05-12
C000243,Dorothy,Hall,dorothy.hall619@yahoo.com,NY,paid_search,2024-05-05,False,True,1981-06-11
C000244,Debra,Thompson,debra.thompson316@outlook.com,WA,paid_search,2024-06-30,False,False,1970-02-08
C000245,Kenneth,Wilson,kenneth.wilson380@outlook.com,TX,paid_social,2024-04-25,False,True,1990-08-20
C000246,Donna,Martinez,donna.martinez201@outlook.com,TX,paid_search,2024-03-03,False,True,1971-06-20
C000247,Steven,Carter,steven.carter842@icloud.com,WA,organic_social,2023-12-12,False,True,1986-03-01
C000248,Karen,Campbell,karen.campbell560@icloud.com,NV,organic_search,2023-06-23,False,False,1977-12-27
C000249,Barbara,Nelson,barbara.nelson50@gmail.com,TX,paid_social,2023-02-04,False,True,2000-09-13
C000250,Nicholas,Robinson,nicholas.robinson383@gmail.com,MA,email,2023-08-12,False,True,1979-09-29
C000251,James,Wright,james.wright565@icloud.com,NY,organic_search,2023-01-17,False,False,2000-04-17
C000252,Carolyn,Baker,carolyn.baker441@yahoo.com,TX,email,2024-05-29,True,True,1986-07-11
C000253,Ronald,Garcia,ronald.garcia383@icloud.com,OR,paid_social,2023-10-01,False,True,1998-02-24
C000254,Susan,Sanchez,susan.sanchez389@icloud.com,TX,email,2023-02-02,True,True,1981-08-22
C000255,Larry,Miller,larry.miller917@gmail.com,OR,paid_search,2023-12-06,False,True,1989-10-14
C000256,Barbara,Baker,barbara.baker948@outlook.com,CA,referral,2023-02-17,False,False,1987-01-15
C000257,Anthony,Nguyen,anthony.nguyen148@icloud.com,IL,referral,2023-01-17,False,True,1983-08-10
C000258,Stephanie,Carter,stephanie.carter758@yahoo.com,CA,direct,2023-12-06,False,False,1986-06-07
C000259,Richard,Ramirez,richard.ramirez238@gmail.com,MI,paid_search,2023-02-24,False,True,1986-07-11
C000260,Samantha,Moore,samantha.moore803@icloud.com,MI,paid_social,2023-01-31,False,True,1970-08-11
C000261,David,Roberts,david.roberts634@outlook.com,CA,direct,2024-01-25,False,True,1970-02-27
C000262,Jack,Harris,jack.harris325@outlook.com,NY,paid_social,2023-06-07,True,True,1995-07-04
